9	0	1
11	0	27
11	0	28
11	0	29
6	1	31
6	1	30
7	1	2
7	2	3
6	2	33
6	2	32
6	3	34
6	3	35
7	3	4
6	4	37
7	4	5
6	4	36
7	5	6
6	5	39
6	5	38
6	6	41
7	6	7
6	6	40
6	7	43
6	7	42
7	7	8
6	8	45
7	8	9
6	8	44
7	9	10
6	9	47
6	9	46
6	10	48
7	10	11
6	10	49
7	11	12
6	11	50
6	11	51
6	12	52
7	12	13
6	12	53
7	13	14
6	13	54
6	13	55
6	14	56
7	14	15
6	14	57
7	15	16
6	15	59
6	15	58
6	16	60
6	16	61
7	16	17
6	17	62
6	17	63
7	17	18
6	18	64
6	18	65
7	18	19
7	19	20
6	19	66
6	19	67
7	20	21
6	20	68
6	20	69
6	21	71
7	21	22
6	21	70
25	22	23
6	22	73
6	22	72
24	23	26
26	23	24
27	24	25
